transaction_id,transaction_date,transaction_type,amount,location,customer_age,account_age_days,previous_transaction_count,is_fraud
TXN06329,2026-01-09 16:19:00,Payment,105.11,Chennai,68,1659,90,0
TXN06648,2026-01-09 16:20:00,Payment,318.22,Kolkata,43,1483,74,0
TXN02780,2026-01-09 16:21:00,Payment,131.03,Mumbai,50,2954,42,0
TXN09544,2026-01-09 16:24:00,Transfer,122.93,Mumbai,48,1719,14,0
TXN04868,2026-01-09 16:26:00,Transfer,100.43,Bengaluru,49,420,42,1
TXN09782,2026-01-09 16:26:00,Transfer,158.29,Hyderabad,32,1377,11,0
TXN00038,2026-01-09 16:31:00,Payment,94.72,Pune,32,409,40,0
TXN00912,2026-01-09 16:35:00,Payment,100.0,Mumbai,24,2412,30,0
TXN01975,2026-01-09 16:36:00,Transfer,461.18,Mumbai,66,845,14,0
TXN04754,2026-01-09 16:42:00,Payment,182.82,Delhi,35,1395,64,0
TXN00801,2026-01-09 16:43:00,Payment,144.36,Pune,63,235,33,0
TXN00016,2026-01-09 16:45:00,Payment,303.41,Delhi,27,506,47,0
TXN05332,2026-01-09 16:46:00,Payment,334.16,Mumbai,33,1958,83,1
TXN00166,2026-01-09 16:47:00,Payment,1176.88,Jaipur,43,1030,24,0
TXN01934,2026-01-09 16:48:00,Transfer,373.79,Jaipur,44,1666,41,1
TXN05848,2026-01-09 16:49:00,Transfer,89.88,Delhi,53,399,43,0
TXN00580,2026-01-09 16:50:00,Payment,338.27,Mumbai,58,4000,57,0
TXN02817,2026-01-09 16:52:00,Payment,795.82,Chennai,26,219,70,0
TXN00091,2026-01-09 16:53:00,Withdrawal,31.67,Pune,46,566,79,0
TXN00109,2026-01-09 16:57:00,Payment,214.19,Bengaluru,62,575,32,0
TXN08048,2026-01-09 17:00:00,Payment,286.67,Hyderabad,62,1485,28,0
TXN00344,2026-01-09 17:01:00,Withdrawal,15.86,Mumbai,35,908,18,0
TXN00671,2026-01-09 17:02:00,Payment,316.53,Kolkata,61,1618,60,0
TXN03182,2026-01-09 17:05:00,Withdrawal,184.31,Chennai,45,1405,22,0
TXN03870,2026-01-09 17:06:00,Payment,274.01,Delhi,33,916,40,0
TXN02650,2026-01-09 17:17:00,Transfer,62.96,Chennai,66,2159,51,0
TXN02243,2026-01-09 17:20:00,Payment,138.41,Bengaluru,21,738,22,0
TXN08574,2026-01-09 17:22:00,Payment,2119.51,Kolkata,51,820,81,0
TXN00025,2026-01-09 17:22:00,Payment,57.25,Kolkata,32,1138,37,0
TXN07515,2026-01-09 17:22:00,Payment,320.42,Delhi,27,466,28,0
TXN06005,2026-01-09 17:25:00,Payment,81.22,Bengaluru,44,1142,29,0
TXN09626,2026-01-09 17:26:00,Payment,304.97,Delhi,51,1082,26,0
TXN07738,2026-01-09 17:31:00,Payment,204.09,Bengaluru,62,549,70,0
TXN03157,2026-01-09 17:32:00,Payment,249.2,Mumbai,40,772,23,0
TXN02459,2026-01-09 17:42:00,Transfer,255.21,Bengaluru,61,931,14,0
TXN08283,2026-01-09 17:42:00,Payment,679.5,Chennai,56,822,43,0
TXN05398,2026-01-09 17:43:00,Payment,20.88,Kolkata,43,133,81,0
TXN04135,2026-01-09 17:48:00,Withdrawal,69.66,Pune,53,1728,19,0
TXN01776,2026-01-09 17:50:00,Withdrawal,150.9,Chennai,37,702,60,0
TXN05347,2026-01-09 17:51:00,Transfer,133.12,Bengaluru,38,1691,38,0
TXN02598,2026-01-09 17:57:00,Payment,283.61,Bengaluru,52,755,48,0
TXN07477,2026-01-09 17:59:00,Transfer,99.69,Bengaluru,29,1320,52,0
TXN03978,2026-01-09 18:00:00,Payment,205.12,Pune,30,255,92,0
TXN05289,2026-01-09 18:05:00,Payment,138.43,Bengaluru,24,273,155,0
TXN03842,2026-01-09 18:05:00,Payment,50.42,Hyderabad,61,796,99,0
TXN06886,2026-01-09 18:07:00,Payment,197.06,Mumbai,22,778,73,0
TXN09556,2026-01-09 18:07:00,Payment,275.74,Chennai,65,1077,32,0
TXN04760,2026-01-09 18:19:00,Payment,173.79,Kolkata,54,943,43,0
TXN05271,2026-01-09 18:19:00,Withdrawal,48.25,Pune,30,1237,33,0
TXN08478,2026-01-09 18:25:00,Transfer,527.43,Mumbai,38,2128,14,0
TXN08716,2026-01-09 18:26:00,Payment,448.72,Pune,60,1875,123,0
TXN00094,2026-01-09 18:27:00,Payment,447.75,Jaipur,48,1141,124,0
TXN05624,2026-01-09 18:30:00,Transfer,47.91,Ahmedabad,62,2003,33,0
TXN05451,2026-01-09 18:37:00,Transfer,1273.07,Chennai,33,898,27,0
TXN02060,2026-01-09 18:39:00,Transfer,290.25,Chennai,54,748,37,0
TXN04628,2026-01-09 18:43:00,Payment,229.46,Jaipur,43,570,20,0
TXN05492,2026-01-09 18:46:00,Payment,263.87,Jaipur,29,630,19,0
TXN01709,2026-01-09 18:46:00,Payment,192.52,Mumbai,69,953,23,0
TXN05852,2026-01-09 18:48:00,Transfer,27.78,Chennai,60,1034,50,0
TXN03443,2026-01-09 18:49:00,Transfer,591.08,Delhi,18,2286,3,0
TXN07208,2026-01-09 18:52:00,Transfer,272.07,Hyderabad,48,578,14,0
TXN05165,2026-01-09 18:54:00,Payment,364.44,Bengaluru,45,588,5,0
TXN01733,2026-01-09 18:57:00,Payment,616.52,Chennai,51,373,15,0
TXN01654,2026-01-09 18:58:00,Payment,123.93,Delhi,36,905,21,0
TXN09181,2026-01-09 19:07:00,Payment,79.16,Ahmedabad,28,973,41,0
TXN08838,2026-01-09 19:12:00,Transfer,601.15,Bengaluru,26,361,25,1
TXN04525,2026-01-09 19:25:00,Payment,539.11,Delhi,27,392,24,0
TXN06008,2026-01-09 19:26:00,Transfer,81.91,Delhi,31,1323,62,0
TXN02139,2026-01-09 19:28:00,Payment,70.64,Mumbai,51,1467,17,0
TXN02774,2026-01-09 19:29:00,Payment,319.91,Mumbai,31,1022,46,0
TXN09259,2026-01-09 19:32:00,Transfer,988.29,Mumbai,51,1303,26,0
TXN01887,2026-01-09 19:34:00,Transfer,90.19,Hyderabad,28,697,33,0
TXN00756,2026-01-09 19:44:00,Transfer,415.08,Bengaluru,36,1769,8,0
TXN05837,2026-01-09 19:51:00,Transfer,635.94,Pune,62,1086,101,0
TXN08431,2026-01-09 19:58:00,Withdrawal,164.1,Bengaluru,35,614,32,0
TXN01748,2026-01-09 19:59:00,Withdrawal,80.32,Pune,22,207,132,0
TXN06141,2026-01-09 20:02:00,Payment,555.64,Hyderabad,24,623,25,0
TXN09166,2026-01-09 20:03:00,Payment,205.03,Mumbai,67,1306,40,0
TXN02637,2026-01-09 20:03:00,Withdrawal,239.32,Bengaluru,45,191,30,0
TXN03063,2026-01-09 20:05:00,Payment,44.94,Bengaluru,18,519,33,0
TXN06952,2026-01-09 20:11:00,Transfer,435.81,Kolkata,28,809,36,0
TXN05340,2026-01-09 20:13:00,Payment,428.01,Ahmedabad,31,539,41,0
TXN03012,2026-01-09 20:14:00,Transfer,24.45,Ahmedabad,21,324,30,0
TXN08186,2026-01-09 20:15:00,Transfer,132.69,Mumbai,37,449,12,0
TXN09651,2026-01-09 20:26:00,Payment,89.15,Ahmedabad,36,2117,53,0
TXN02665,2026-01-09 20:27:00,Transfer,33.25,Ahmedabad,20,609,31,0
TXN04249,2026-01-09 20:28:00,Transfer,385.84,Hyderabad,65,397,96,0
TXN07759,2026-01-09 20:30:00,Payment,272.68,Bengaluru,59,117,7,0
TXN01307,2026-01-09 20:35:00,Transfer,279.55,Mumbai,60,560,18,0
TXN04488,2026-01-09 20:37:00,Payment,125.27,Jaipur,68,1594,18,0
TXN05794,2026-01-09 20:38:00,Payment,18.71,Bengaluru,20,1004,90,0
TXN09233,2026-01-09 20:39:00,Payment,1328.3,Pune,50,1817,176,0
TXN00757,2026-01-09 20:42:00,Transfer,1644.63,Chennai,60,239,11,0
TXN04928,2026-01-09 20:46:00,Withdrawal,323.15,Hyderabad,56,841,17,0
TXN09185,2026-01-09 20:47:00,Transfer,698.22,Kolkata,20,1194,40,0
TXN08453,2026-01-09 20:49:00,Payment,458.57,Delhi,32,2059,96,0
TXN02786,2026-01-09 20:49:00,Withdrawal,222.53,Chennai,20,454,65,0
TXN07249,2026-01-09 20:53:00,Withdrawal,91.26,Bengaluru,47,1887,32,0
TXN07033,2026-01-09 20:56:00,Payment,910.06,Chennai,40,1216,28,0
TXN09232,2026-01-09 20:56:00,Transfer,61.97,Hyderabad,44,1309,14,0
TXN03289,2026-01-09 21:00:00,Withdrawal,26.19,Chennai,23,959,13,1
TXN03971,2026-01-09 21:03:00,Withdrawal,217.79,Mumbai,41,1224,37,0
TXN04446,2026-01-09 21:06:00,Withdrawal,375.29,Ahmedabad,65,410,17,0
TXN02365,2026-01-09 21:07:00,Withdrawal,120.57,Mumbai,24,1279,80,0
TXN01978,2026-01-09 21:09:00,Transfer,131.0,Bengaluru,67,1078,20,0
TXN07364,2026-01-09 21:11:00,Payment,523.9,Kolkata,44,656,46,0
TXN08328,2026-01-09 21:12:00,Payment,189.76,Bengaluru,41,220,36,0
TXN04543,2026-01-09 21:22:00,Payment,90.24,Ahmedabad,66,862,40,0
TXN00727,2026-01-09 21:23:00,Transfer,46.48,Mumbai,61,1742,26,0
TXN05610,2026-01-09 21:28:00,Payment,359.13,Hyderabad,19,1586,28,0
TXN01484,2026-01-09 21:28:00,Payment,205.95,Pune,37,999,96,0
TXN02986,2026-01-09 21:31:00,Transfer,757.54,Bengaluru,62,2160,93,0
TXN05013,2026-01-09 21:33:00,Transfer,435.96,Delhi,36,904,134,0
TXN00157,2026-01-09 21:35:00,Payment,525.74,Hyderabad,32,846,54,0
TXN00786,2026-01-09 21:42:00,Transfer,534.04,Hyderabad,49,1454,101,0
TXN07236,2026-01-09 21:44:00,Transfer,341.74,Kolkata,69,262,65,0
TXN07079,2026-01-09 21:53:00,Transfer,99.64,Mumbai,61,1620,7,0
TXN01050,2026-01-09 21:54:00,Payment,505.66,Mumbai,36,335,62,0
TXN07838,2026-01-09 21:56:00,Payment,43.94,Mumbai,33,2455,56,0
TXN06950,2026-01-09 21:57:00,Withdrawal,1500.37,Chennai,67,840,27,0
TXN02564,2026-01-09 21:57:00,Transfer,241.9,Hyderabad,51,546,138,0
TXN06787,2026-01-09 22:03:00,Payment,280.85,Delhi,41,581,19,0
TXN03152,2026-01-09 22:03:00,Withdrawal,904.74,Jaipur,33,566,44,0
TXN01250,2026-01-09 22:05:00,Transfer,59.48,Delhi,56,544,40,0
TXN01912,2026-01-09 22:09:00,Transfer,98.09,Mumbai,22,718,31,0
TXN03337,2026-01-09 22:10:00,Withdrawal,88.85,Mumbai,33,699,13,0
TXN02089,2026-01-09 22:11:00,Withdrawal,1966.01,Jaipur,28,1309,27,0
TXN01481,2026-01-09 22:12:00,Payment,92.95,Delhi,26,1334,23,0
TXN07875,2026-01-09 22:13:00,Transfer,18.81,Ahmedabad,46,662,112,0
TXN00134,2026-01-09 22:19:00,Payment,34.17,Chennai,21,981,32,0
TXN07587,2026-01-09 22:19:00,Payment,84.91,Pune,69,441,80,0
TXN09889,2026-01-09 22:21:00,Payment,37.35,Chennai,55,1688,44,0
TXN07203,2026-01-09 22:23:00,Payment,325.51,Mumbai,20,1083,30,0
TXN01110,2026-01-09 22:26:00,Payment,137.57,Mumbai,49,734,30,0
TXN05539,2026-01-09 22:27:00,Withdrawal,71.88,Bengaluru,34,291,44,0
TXN02783,2026-01-09 22:32:00,Payment,128.32,Hyderabad,53,1000,95,0
TXN07690,2026-01-09 22:33:00,Payment,188.43,Pune,46,538,29,0
TXN05830,2026-01-09 22:40:00,Transfer,73.76,Chennai,48,1545,26,0
TXN01814,2026-01-09 22:40:00,Payment,169.92,Delhi,22,1363,34,0
TXN04041,2026-01-09 22:49:00,Payment,332.32,Mumbai,18,716,84,0
TXN04683,2026-01-09 22:50:00,Payment,60.97,Pune,68,638,36,0
TXN00695,2026-01-09 22:51:00,Payment,17.17,Mumbai,47,1200,38,0
TXN09289,2026-01-09 22:54:00,Payment,773.91,Bengaluru,69,291,158,0
TXN01620,2026-01-09 22:55:00,Withdrawal,337.28,Pune,69,985,85,0
TXN01498,2026-01-09 22:58:00,Payment,717.61,Chennai,45,1105,23,0
TXN01324,2026-01-10 08:03:00,Transfer,507.44,Bengaluru,53,1127,33,0
TXN07883,2026-01-10 08:04:00,Payment,111.22,Kolkata,39,790,49,0
TXN06250,2026-01-10 08:05:00,Payment,518.82,Bengaluru,69,1247,57,0
TXN01330,2026-01-10 08:11:00,Payment,347.45,Pune,69,758,38,0
TXN06760,2026-01-10 08:11:00,Transfer,52.85,Delhi,43,999,34,0
TXN08440,2026-01-10 08:12:00,Payment,513.88,Mumbai,26,1545,40,0
TXN02575,2026-01-10 08:20:00,Transfer,44.93,Mumbai,68,1518,59,0
TXN01962,2026-01-10 08:21:00,Transfer,274.78,Mumbai,64,1044,16,0
TXN01300,2026-01-10 08:24:00,Payment,28.36,Kolkata,24,250,41,0
TXN03772,2026-01-10 08:26:00,Transfer,351.05,Delhi,53,1392,105,0
TXN04001,2026-01-10 08:26:00,Withdrawal,65.64,Bengaluru,39,115,16,0
TXN05296,2026-01-10 08:30:00,Transfer,571.23,Delhi,39,624,38,0
TXN07601,2026-01-10 08:31:00,Payment,1048.17,Kolkata,25,507,76,0
TXN09075,2026-01-10 08:34:00,Payment,671.86,Hyderabad,64,1449,36,0
TXN07986,2026-01-10 08:35:00,Payment,30.66,Kolkata,36,922,24,0
TXN02347,2026-01-10 08:35:00,Withdrawal,128.18,Mumbai,55,146,104,0
TXN06556,2026-01-10 08:35:00,Payment,241.02,Mumbai,27,1187,10,0
TXN00613,2026-01-10 08:38:00,Payment,1501.34,Kolkata,20,1380,15,0
TXN08240,2026-01-10 08:38:00,Payment,242.95,Pune,21,2321,57,0
TXN00772,2026-01-10 08:44:00,Withdrawal,207.99,Chennai,33,1449,4,0
TXN09293,2026-01-10 08:46:00,Payment,101.98,Hyderabad,29,1311,41,0
TXN09113,2026-01-10 08:50:00,Payment,847.01,Ahmedabad,37,2401,66,0
TXN08372,2026-01-10 08:56:00,Withdrawal,71.67,Bengaluru,26,463,96,0
TXN09865,2026-01-10 09:00:00,Payment,202.43,Jaipur,63,247,42,0
TXN02064,2026-01-10 09:04:00,Withdrawal,268.11,Bengaluru,49,1022,93,0
TXN03791,2026-01-10 09:09:00,Payment,191.57,Jaipur,57,1748,27,0
TXN05339,2026-01-10 09:10:00,Transfer,94.34,Kolkata,65,1112,77,0
TXN00916,2026-01-10 09:17:00,Withdrawal,1777.88,Hyderabad,56,622,25,0
TXN06294,2026-01-10 09:19:00,Payment,206.29,Mumbai,40,1107,48,0
TXN01913,2026-01-10 09:21:00,Withdrawal,28.56,Jaipur,51,621,74,0
TXN06259,2026-01-10 09:30:00,Transfer,51.17,Chennai,54,1478,94,1
TXN05943,2026-01-10 09:30:00,Payment,226.9,Bengaluru,43,330,141,0
TXN06239,2026-01-10 09:37:00,Payment,585.77,Mumbai,20,1152,16,0
TXN02054,2026-01-10 09:47:00,Payment,67.65,Chennai,51,315,178,0
TXN08157,2026-01-10 09:51:00,Payment,234.38,Bengaluru,22,1750,106,0
TXN00499,2026-01-10 09:53:00,Payment,131.77,Chennai,30,2689,92,0
TXN06215,2026-01-10 10:02:00,Payment,343.11,Jaipur,46,1840,49,0
TXN06243,2026-01-10 10:03:00,Withdrawal,172.65,Hyderabad,66,634,32,0
TXN08119,2026-01-10 10:04:00,Transfer,192.99,Kolkata,48,962,97,0
TXN07420,2026-01-10 10:05:00,Payment,187.91,Pune,48,1264,101,0
TXN04594,2026-01-10 10:10:00,Payment,479.21,Bengaluru,61,611,15,1
TXN00040,2026-01-10 10:10:00,Payment,129.71,Ahmedabad,29,643,62,0
TXN00020,2026-01-10 10:20:00,Transfer,156.75,Mumbai,33,2333,78,0
TXN05988,2026-01-10 10:23:00,Payment,61.95,Kolkata,65,811,15,0
TXN04009,2026-01-10 10:23:00,Payment,965.71,Kolkata,65,553,42,0
TXN00611,2026-01-10 10:27:00,Transfer,232.36,Chennai,32,1479,46,0
TXN04126,2026-01-10 10:29:00,Payment,207.33,Kolkata,62,934,11,0
TXN00643,2026-01-10 10:32:00,Transfer,1159.09,Bengaluru,56,880,74,0
TXN03413,2026-01-10 10:34:00,Payment,501.54,Pune,22,1636,113,0
TXN06632,2026-01-10 10:37:00,Transfer,7262.49,Bengaluru,60,162,25,1
TXN05060,2026-01-10 10:39:00,Payment,1492.26,Delhi,24,1030,60,0
TXN03154,2026-01-10 10:45:00,Payment,176.82,Delhi,49,1257,69,0
TXN09474,2026-01-10 10:46:00,Transfer,1847.96,Mumbai,19,365,90,0
TXN04557,2026-01-10 10:46:00,Payment,308.27,Delhi,27,1302,82,1
TXN00754,2026-01-10 10:48:00,Payment,388.07,Chennai,64,1045,13,0
TXN02730,2026-01-10 10:55:00,Payment,28.46,Kolkata,50,806,68,0
TXN09652,2026-01-10 11:00:00,Payment,675.85,Chennai,27,336,21,0
TXN01418,2026-01-10 11:03:00,Payment,17.93,Bengaluru,44,428,40,0
TXN06687,2026-01-10 11:10:00,Payment,2654.21,Hyderabad,46,601,42,0
TXN03617,2026-01-10 11:15:00,Withdrawal,42.46,Pune,62,589,38,0
TXN05955,2026-01-10 11:16:00,Transfer,31.0,Pune,27,540,80,0
TXN08222,2026-01-10 11:17:00,Withdrawal,425.75,Mumbai,41,494,62,0
TXN05985,2026-01-10 11:18:00,Payment,70.89,Mumbai,23,416,62,1
TXN09203,2026-01-10 11:18:00,Payment,48.66,Bengaluru,45,844,32,0
TXN07090,2026-01-10 11:24:00,Payment,56.91,Delhi,65,305,60,0
TXN05361,2026-01-10 11:30:00,Payment,310.78,Kolkata,63,601,17,0
TXN08185,2026-01-10 11:30:00,Payment,234.72,Delhi,51,1047,34,0
TXN04097,2026-01-10 11:32:00,Payment,608.76,Pune,64,560,22,0
TXN06063,2026-01-10 11:35:00,Transfer,38.77,Mumbai,25,1467,4,0
TXN01612,2026-01-10 11:37:00,Payment,103.85,Hyderabad,40,61,110,0
TXN09687,2026-01-10 11:38:00,Withdrawal,179.68,Kolkata,51,1199,4,0
TXN07944,2026-01-10 11:38:00,Withdrawal,48.33,Hyderabad,48,970,137,0
TXN07914,2026-01-10 11:40:00,Payment,135.26,Pune,62,81,32,0
TXN01926,2026-01-10 11:48:00,Transfer,585.05,Pune,20,1676,49,0
TXN07427,2026-01-10 11:50:00,Transfer,127.92,Hyderabad,55,1495,69,0
TXN09112,2026-01-10 11:50:00,Withdrawal,1270.39,Mumbai,24,399,7,0
TXN01430,2026-01-10 11:54:00,Payment,92.59,Bengaluru,19,930,63,0
TXN03985,2026-01-10 11:57:00,Transfer,67.77,Jaipur,22,263,51,0
TXN02930,2026-01-10 12:04:00,Transfer,360.71,Ahmedabad,59,1552,40,0
TXN02845,2026-01-10 12:05:00,Payment,119.98,Ahmedabad,33,615,10,0
TXN03112,2026-01-10 12:06:00,Payment,34.69,Hyderabad,20,1686,37,0
TXN06657,2026-01-10 12:13:00,Payment,82.93,Chennai,52,876,13,0
TXN03484,2026-01-10 12:14:00,Payment,90.68,Bengaluru,57,1526,25,0
TXN04644,2026-01-10 12:14:00,Withdrawal,54.04,Ahmedabad,21,1757,24,0
TXN03967,2026-01-10 12:18:00,Payment,520.69,Delhi,54,326,88,0
TXN09554,2026-01-10 12:18:00,Transfer,225.61,Pune,50,2611,89,0
TXN05912,2026-01-10 12:22:00,Transfer,728.03,Pune,31,896,85,0
TXN04618,2026-01-10 12:23:00,Transfer,497.03,Kolkata,32,789,53,0
TXN00397,2026-01-10 12:23:00,Transfer,170.41,Chennai,62,1538,8,0
TXN03548,2026-01-10 12:27:00,Payment,499.24,Mumbai,25,483,38,0
TXN04104,2026-01-10 12:27:00,Payment,15.76,Pune,48,2035,10,0
TXN01729,2026-01-10 12:31:00,Payment,613.79,Delhi,31,648,84,0
TXN04080,2026-01-10 12:32:00,Withdrawal,155.09,Kolkata,50,231,26,0
TXN01959,2026-01-10 12:34:00,Transfer,133.35,Chennai,25,628,37,0
TXN03038,2026-01-10 12:35:00,Payment,297.77,Bengaluru,21,2032,9,0
TXN06454,2026-01-10 12:36:00,Transfer,149.96,Chennai,33,217,44,0
TXN02490,2026-01-10 12:38:00,Payment,145.74,Pune,65,407,84,0
TXN08583,2026-01-10 12:39:00,Payment,498.41,Chennai,34,1237,22,0
TXN04086,2026-01-10 12:40:00,Payment,71.46,Jaipur,36,645,56,0
TXN07186,2026-01-10 12:41:00,Withdrawal,38.66,Delhi,55,757,35,0
TXN02918,2026-01-10 12:41:00,Payment,589.66,Pune,40,1604,74,0
TXN03924,2026-01-10 12:42:00,Payment,272.19,Delhi,55,1489,46,0
TXN01970,2026-01-10 12:43:00,Withdrawal,147.29,Chennai,31,1124,64,0
TXN04550,2026-01-10 12:43:00,Payment,175.88,Kolkata,69,332,162,0
TXN05047,2026-01-10 12:43:00,Transfer,109.37,Hyderabad,23,303,41,0
TXN01592,2026-01-10 12:44:00,Transfer,525.34,Bengaluru,56,1326,63,1
TXN08676,2026-01-10 12:53:00,Payment,376.29,Bengaluru,26,1736,37,0
TXN01723,2026-01-10 12:59:00,Payment,37.7,Hyderabad,67,865,16,1
TXN02410,2026-01-10 13:03:00,Payment,67.49,Jaipur,29,546,35,0
TXN05460,2026-01-10 13:08:00,Transfer,174.51,Ahmedabad,39,563,22,0
TXN06940,2026-01-10 13:13:00,Payment,1792.55,Jaipur,24,1396,1,0
TXN07179,2026-01-10 13:18:00,Transfer,44.37,Delhi,38,1191,75,0
TXN03455,2026-01-10 13:20:00,Transfer,45.32,Hyderabad,21,1549,46,0
TXN03062,2026-01-10 13:21:00,Payment,416.74,Mumbai,39,200,61,1
TXN03352,2026-01-10 13:23:00,Payment,1124.63,Hyderabad,38,405,51,0
TXN01625,2026-01-10 13:23:00,Transfer,43.38,Chennai,27,1034,81,0
TXN09105,2026-01-10 13:24:00,Transfer,48.39,Hyderabad,33,477,87,1
TXN08028,2026-01-10 13:24:00,Withdrawal,209.79,Bengaluru,53,428,79,0
TXN07328,2026-01-10 13:26:00,Transfer,182.56,Bengaluru,36,665,156,0
TXN03171,2026-01-10 13:26:00,Transfer,1733.69,Jaipur,19,505,46,0
TXN09960,2026-01-10 13:29:00,Payment,114.07,Chennai,46,928,61,0
TXN03864,2026-01-10 13:30:00,Withdrawal,105.89,Hyderabad,37,607,93,0
TXN05141,2026-01-10 13:36:00,Payment,462.18,Bengaluru,21,187,46,0
TXN02640,2026-01-10 13:36:00,Payment,788.55,Bengaluru,66,3594,78,0
TXN08812,2026-01-10 13:37:00,Withdrawal,860.33,Chennai,20,421,160,0
TXN05871,2026-01-10 13:43:00,Withdrawal,1046.01,Bengaluru,30,298,39,0
TXN05021,2026-01-10 13:44:00,Payment,328.6,Jaipur,23,550,79,0
TXN00631,2026-01-10 13:45:00,Payment,232.92,Delhi,28,1619,95,0
TXN03941,2026-01-10 13:48:00,Transfer,181.3,Delhi,27,2315,79,0
TXN08985,2026-01-10 13:48:00,Payment,215.55,Chennai,35,437,62,0
TXN00208,2026-01-10 13:51:00,Transfer,87.64,Hyderabad,38,814,18,0
TXN07981,2026-01-10 13:51:00,Withdrawal,67.08,Pune,29,329,114,0
TXN02612,2026-01-10 13:52:00,Payment,612.75,Mumbai,67,966,14,0
TXN06573,2026-01-10 14:01:00,Transfer,39.51,Mumbai,38,1186,35,0
TXN01985,2026-01-10 14:04:00,Withdrawal,683.28,Delhi,61,865,21,1
TXN07075,2026-01-10 14:05:00,Withdrawal,254.81,Mumbai,32,552,23,0
TXN05231,2026-01-10 14:08:00,Withdrawal,266.2,Delhi,29,1981,13,0
TXN03658,2026-01-10 14:09:00,Payment,694.54,Mumbai,37,1168,61,0
TXN08322,2026-01-10 14:13:00,Payment,489.17,Bengaluru,45,1221,28,0
TXN05458,2026-01-10 14:17:00,Payment,64.62,Chennai,28,259,69,0
TXN02826,2026-01-10 14:23:00,Withdrawal,230.85,Hyderabad,20,543,104,0
TXN06520,2026-01-10 14:24:00,Payment,80.18,Delhi,69,904,131,0
TXN06704,2026-01-10 14:24:00,Withdrawal,289.13,Bengaluru,41,874,64,0
TXN08432,2026-01-10 14:24:00,Payment,425.6,Kolkata,20,543,27,0
TXN05974,2026-01-10 14:25:00,Transfer,779.14,Delhi,39,1694,58,0
TXN05565,2026-01-10 14:28:00,Transfer,114.14,Kolkata,38,242,40,0
TXN06686,2026-01-10 14:29:00,Transfer,230.38,Jaipur,45,646,70,0
TXN04492,2026-01-10 14:29:00,Transfer,495.94,Hyderabad,34,486,64,0
TXN00130,2026-01-10 14:33:00,Payment,46.15,Kolkata,65,710,88,0
TXN00049,2026-01-10 14:36:00,Payment,80.2,Chennai,42,2002,31,0
TXN05148,2026-01-10 14:36:00,Transfer,116.33,Pune,18,1253,45,0
TXN02215,2026-01-10 14:42:00,Payment,235.32,Mumbai,31,1906,12,0
TXN06563,2026-01-10 14:44:00,Payment,311.62,Kolkata,39,168,56,0
TXN05269,2026-01-10 14:46:00,Payment,210.1,Kolkata,40,328,13,0
TXN08412,2026-01-10 14:59:00,Payment,25.83,Mumbai,38,540,50,0
TXN00274,2026-01-10 15:03:00,Transfer,203.27,Mumbai,55,690,61,0
TXN05928,2026-01-10 15:13:00,Payment,65.77,Delhi,49,857,36,0
TXN07735,2026-01-10 15:16:00,Transfer,36.98,Mumbai,54,1863,5,0
TXN02438,2026-01-10 15:18:00,Withdrawal,51.43,Bengaluru,64,677,34,0
TXN07374,2026-01-10 15:18:00,Payment,28.45,Bengaluru,51,1040,49,0
TXN07945,2026-01-10 15:21:00,Payment,116.47,Delhi,33,703,56,0
TXN08083,2026-01-10 15:21:00,Payment,380.36,Mumbai,60,1269,103,0
TXN03252,2026-01-10 15:21:00,Payment,327.66,Jaipur,50,572,29,0
TXN00391,2026-01-10 15:34:00,Payment,100.49,Ahmedabad,19,1078,9,0
TXN09356,2026-01-10 15:37:00,Payment,225.51,Mumbai,31,566,55,0
TXN07711,2026-01-10 15:38:00,Withdrawal,237.83,Chennai,43,1125,33,0
TXN05579,2026-01-10 15:46:00,Payment,675.39,Kolkata,60,1397,35,0
TXN08421,2026-01-10 15:48:00,Payment,242.76,Pune,19,1658,74,0
TXN07145,2026-01-10 15:49:00,Payment,84.65,Chennai,66,786,29,0
TXN02235,2026-01-10 15:56:00,Payment,174.57,Kolkata,55,1057,37,0
TXN06220,2026-01-10 15:56:00,Payment,42.02,Delhi,33,617,74,0
TXN04397,2026-01-10 16:00:00,Payment,924.31,Chennai,63,1523,38,0
TXN01925,2026-01-10 16:00:00,Payment,38.36,Hyderabad,64,1199,20,0
TXN08271,2026-01-10 16:02:00,Transfer,300.8,Jaipur,38,2538,20,0
TXN07207,2026-01-10 16:18:00,Withdrawal,104.44,Mumbai,54,973,117,0
TXN02246,2026-01-10 16:20:00,Withdrawal,74.05,Pune,65,474,41,0
TXN01361,2026-01-10 16:22:00,Payment,82.61,Delhi,36,487,78,0
TXN08749,2026-01-10 16:25:00,Transfer,111.31,Mumbai,43,750,16,0
TXN03177,2026-01-10 16:26:00,Payment,107.99,Hyderabad,51,489,45,0
TXN03111,2026-01-10 16:29:00,Payment,77.38,Chennai,63,393,41,0
TXN06289,2026-01-10 16:29:00,Withdrawal,45.82,Delhi,37,1084,33,0
TXN02529,2026-01-10 16:30:00,Transfer,288.2,Jaipur,48,578,9,0
TXN01040,2026-01-10 16:31:00,Payment,38.19,Pune,23,1418,26,0
TXN02461,2026-01-10 16:37:00,Payment,199.43,Delhi,25,1289,45,0
TXN09769,2026-01-10 16:42:00,Transfer,785.1,Mumbai,43,742,11,0
