transaction_id,amount,transaction_type,location,timestamp,is_fraud
TXN0002969,71.19,POS,IL,2024-01-31 22:15:00,0
TXN0002970,37.21,Transfer,FL,2024-01-31 22:30:00,0
TXN0002971,63.61,Transfer,IL,2024-01-31 22:45:00,0
TXN0002972,35.14,Transfer,NY,2024-01-31 23:00:00,0
TXN0002973,4.51,POS,FL,2024-01-31 23:15:00,0
TXN0002974,4.92,ATM,NY,2024-01-31 23:30:00,0
TXN0002975,179.38,Transfer,NY,2024-01-31 23:45:00,0
TXN0002976,27.19,Online,NY,2024-02-01 00:00:00,0
TXN0002977,3.67,Transfer,NY,2024-02-01 00:15:00,0
TXN0002978,30.5,Transfer,FL,2024-02-01 00:30:00,0
TXN0002979,13.01,POS,CA,2024-02-01 00:45:00,0
TXN0002980,2.2,POS,CA,2024-02-01 01:00:00,0
TXN0002981,1.29,ATM,CA,2024-02-01 01:15:00,0
TXN0002982,2.94,Transfer,WA,2024-02-01 01:30:00,0
TXN0002983,27.83,ATM,IL,2024-02-01 01:45:00,0
TXN0002984,18.96,ATM,IL,2024-02-01 02:00:00,0
TXN0002985,14.89,POS,TX,2024-02-01 02:15:00,0
TXN0002986,28.26,POS,CA,2024-02-01 02:30:00,0
TXN0002987,41.32,ATM,IL,2024-02-01 02:45:00,0
TXN0002988,1.61,Transfer,CA,2024-02-01 03:00:00,0
TXN0002989,13.99,Online,FL,2024-02-01 03:15:00,1
TXN0002990,7.44,POS,FL,2024-02-01 03:30:00,0
TXN0002991,4.57,Online,FL,2024-02-01 03:45:00,0
TXN0002992,10.42,POS,IL,2024-02-01 04:00:00,1
TXN0002993,17.33,Transfer,WA,2024-02-01 04:15:00,0
TXN0002994,14.59,ATM,IL,2024-02-01 04:30:00,0
TXN0002995,3.51,ATM,CA,2024-02-01 04:45:00,0
TXN0002996,11.25,Transfer,IL,2024-02-01 05:00:00,0
TXN0002997,225.65,Transfer,NY,2024-02-01 05:15:00,0
TXN0002998,5.67,POS,IL,2024-02-01 05:30:00,0
TXN0002999,2.65,POS,FL,2024-02-01 05:45:00,0
TXN0003000,27.95,ATM,FL,2024-02-01 06:00:00,0
TXN0003001,41.1,Online,WA,2024-02-01 06:15:00,0
TXN0003002,35.05,Online,CA,2024-02-01 06:30:00,0
TXN0003003,5.24,Online,TX,2024-02-01 06:45:00,0
TXN0003004,66.53,Transfer,TX,2024-02-01 07:00:00,0
TXN0003005,7.83,POS,IL,2024-02-01 07:15:00,0
TXN0003006,5.15,ATM,IL,2024-02-01 07:30:00,0
TXN0003007,9.68,POS,TX,2024-02-01 07:45:00,0
TXN0003008,17.63,ATM,IL,2024-02-01 08:00:00,0
TXN0003009,47.32,POS,TX,2024-02-01 08:15:00,0
TXN0003010,42.46,ATM,IL,2024-02-01 08:30:00,0
TXN0003011,19.55,POS,FL,2024-02-01 08:45:00,0
TXN0003012,61.53,Transfer,CA,2024-02-01 09:00:00,0
TXN0003013,22.15,Transfer,FL,2024-02-01 09:15:00,0
TXN0003014,58.86,Transfer,WA,2024-02-01 09:30:00,0
TXN0003015,3.73,POS,TX,2024-02-01 09:45:00,0
TXN0003016,3.04,ATM,FL,2024-02-01 10:00:00,0
TXN0003017,50.95,POS,WA,2024-02-01 10:15:00,0
TXN0003018,3.79,ATM,FL,2024-02-01 10:30:00,0
TXN0003019,13.99,POS,TX,2024-02-01 10:45:00,0
TXN0003020,17.85,POS,WA,2024-02-01 11:00:00,0
TXN0003021,11.18,Online,IL,2024-02-01 11:15:00,0
TXN0003022,11.66,ATM,NY,2024-02-01 11:30:00,0
TXN0003023,106.82,Online,NY,2024-02-01 11:45:00,0
TXN0003024,0.97,Transfer,WA,2024-02-01 12:00:00,0
TXN0003025,58.01,ATM,WA,2024-02-01 12:15:00,0
TXN0003026,315.52,ATM,IL,2024-02-01 12:30:00,1
TXN0003027,20.66,POS,IL,2024-02-01 12:45:00,0
TXN0003028,19.63,Online,WA,2024-02-01 13:00:00,0
TXN0003029,48.02,POS,CA,2024-02-01 13:15:00,0
TXN0003030,180.3,Transfer,FL,2024-02-01 13:30:00,0
TXN0003031,4.83,Transfer,IL,2024-02-01 13:45:00,0
TXN0003032,22.31,Transfer,TX,2024-02-01 14:00:00,0
TXN0003033,16.06,Transfer,TX,2024-02-01 14:15:00,0
TXN0003034,39.3,ATM,NY,2024-02-01 14:30:00,0
TXN0003035,24.31,Transfer,NY,2024-02-01 14:45:00,0
TXN0003036,44.33,ATM,IL,2024-02-01 15:00:00,0
TXN0003037,12.11,ATM,FL,2024-02-01 15:15:00,0
TXN0003038,21.3,POS,NY,2024-02-01 15:30:00,0
TXN0003039,8.99,Transfer,TX,2024-02-01 15:45:00,0
TXN0003040,9.05,ATM,WA,2024-02-01 16:00:00,0
TXN0003041,16.95,Transfer,IL,2024-02-01 16:15:00,0
TXN0003042,16.94,POS,FL,2024-02-01 16:30:00,0
TXN0003043,4.92,POS,FL,2024-02-01 16:45:00,0
TXN0003044,132.17,Transfer,FL,2024-02-01 17:00:00,0
TXN0003045,17.08,Transfer,WA,2024-02-01 17:15:00,0
TXN0003046,3.82,POS,FL,2024-02-01 17:30:00,0
TXN0003047,75.33,POS,TX,2024-02-01 17:45:00,0
TXN0003048,8.18,ATM,IL,2024-02-01 18:00:00,0
TXN0003049,36.96,POS,NY,2024-02-01 18:15:00,0
TXN0003050,19.68,ATM,IL,2024-02-01 18:30:00,0
TXN0003051,27.13,ATM,NY,2024-02-01 18:45:00,0
TXN0003052,24.66,Online,FL,2024-02-01 19:00:00,0
TXN0003053,10.07,ATM,WA,2024-02-01 19:15:00,0
TXN0003054,21.1,POS,FL,2024-02-01 19:30:00,0
TXN0003055,230.38,ATM,FL,2024-02-01 19:45:00,0
TXN0003056,1.37,Online,NY,2024-02-01 20:00:00,0
TXN0003057,21.74,ATM,IL,2024-02-01 20:15:00,1
TXN0003058,33.85,Transfer,IL,2024-02-01 20:30:00,0
TXN0003059,5.68,Online,TX,2024-02-01 20:45:00,0
TXN0003060,3.88,POS,FL,2024-02-01 21:00:00,0
TXN0003061,267.92,Transfer,CA,2024-02-01 21:15:00,1
TXN0003062,12.86,POS,FL,2024-02-01 21:30:00,0
TXN0003063,243.42,Transfer,NY,2024-02-01 21:45:00,0
TXN0003064,38.2,POS,FL,2024-02-01 22:00:00,0
TXN0003065,22.01,Transfer,TX,2024-02-01 22:15:00,0
TXN0003066,35.56,Online,TX,2024-02-01 22:30:00,0
TXN0003067,43.03,POS,IL,2024-02-01 22:45:00,0
TXN0003068,82.73,Transfer,FL,2024-02-01 23:00:00,0
TXN0003069,33.89,POS,IL,2024-02-01 23:15:00,0
TXN0003070,23.89,POS,TX,2024-02-01 23:30:00,0
TXN0003071,24.82,Transfer,IL,2024-02-01 23:45:00,0
TXN0003072,101.73,ATM,TX,2024-02-02 00:00:00,0
TXN0003073,53.54,Online,NY,2024-02-02 00:15:00,0
TXN0003074,6.03,POS,WA,2024-02-02 00:30:00,0
TXN0003075,9.37,POS,IL,2024-02-02 00:45:00,0
TXN0003076,29.87,Online,WA,2024-02-02 01:00:00,0
TXN0003077,9.51,Transfer,IL,2024-02-02 01:15:00,0
TXN0003078,12.78,Transfer,NY,2024-02-02 01:30:00,0
TXN0003079,6.38,POS,TX,2024-02-02 01:45:00,0
TXN0003080,14.67,ATM,NY,2024-02-02 02:00:00,0
TXN0003081,33.39,ATM,NY,2024-02-02 02:15:00,0
TXN0003082,66.3,POS,IL,2024-02-02 02:30:00,0
TXN0003083,20.31,POS,FL,2024-02-02 02:45:00,0
TXN0003084,242.21,Online,WA,2024-02-02 03:00:00,0
TXN0003085,18.33,Transfer,TX,2024-02-02 03:15:00,0
TXN0003086,927.14,Online,TX,2024-02-02 03:30:00,0
TXN0003087,66.82,ATM,FL,2024-02-02 03:45:00,0
TXN0003088,36.45,Online,CA,2024-02-02 04:00:00,0
TXN0003089,11.04,POS,IL,2024-02-02 04:15:00,0
TXN0003090,0.68,ATM,FL,2024-02-02 04:30:00,0
TXN0003091,16.67,ATM,TX,2024-02-02 04:45:00,0
TXN0003092,24.87,Online,IL,2024-02-02 05:00:00,0
TXN0003093,201.73,ATM,CA,2024-02-02 05:15:00,0
TXN0003094,3.84,POS,FL,2024-02-02 05:30:00,0
TXN0003095,197.76,POS,IL,2024-02-02 05:45:00,0
TXN0003096,14.86,ATM,CA,2024-02-02 06:00:00,0
TXN0003097,47.89,POS,FL,2024-02-02 06:15:00,0
TXN0003098,0.95,Online,IL,2024-02-02 06:30:00,0
TXN0003099,23.73,POS,CA,2024-02-02 06:45:00,0
TXN0003100,13.3,POS,FL,2024-02-02 07:00:00,0
TXN0003101,45.55,POS,CA,2024-02-02 07:15:00,0
TXN0003102,22.41,ATM,FL,2024-02-02 07:30:00,0
TXN0003103,5.1,Online,IL,2024-02-02 07:45:00,0
TXN0003104,62.58,Online,CA,2024-02-02 08:00:00,0
TXN0003105,46.23,Online,NY,2024-02-02 08:15:00,0
TXN0003106,41.1,Transfer,CA,2024-02-02 08:30:00,0
TXN0003107,67.4,Online,WA,2024-02-02 08:45:00,0
TXN0003108,75.28,Transfer,NY,2024-02-02 09:00:00,0
TXN0003109,19.57,ATM,FL,2024-02-02 09:15:00,0
TXN0003110,3.94,Online,IL,2024-02-02 09:30:00,0
TXN0003111,3.81,Transfer,IL,2024-02-02 09:45:00,0
TXN0003112,101.46,POS,FL,2024-02-02 10:00:00,0
TXN0003113,47.11,Online,FL,2024-02-02 10:15:00,0
TXN0003114,22.7,Online,TX,2024-02-02 10:30:00,0
TXN0003115,11.92,Online,TX,2024-02-02 10:45:00,0
TXN0003116,20.86,ATM,NY,2024-02-02 11:00:00,0
TXN0003117,20.69,ATM,NY,2024-02-02 11:15:00,0
TXN0003118,13.41,ATM,TX,2024-02-02 11:30:00,0
TXN0003119,8.68,Transfer,CA,2024-02-02 11:45:00,0
TXN0003120,269.66,POS,NY,2024-02-02 12:00:00,0
TXN0003121,26.42,Transfer,FL,2024-02-02 12:15:00,0
TXN0003122,9.71,ATM,FL,2024-02-02 12:30:00,0
TXN0003123,4.21,Online,TX,2024-02-02 12:45:00,0
TXN0003124,8.41,ATM,TX,2024-02-02 13:00:00,0
TXN0003125,47.64,POS,FL,2024-02-02 13:15:00,0
TXN0003126,49.9,Transfer,CA,2024-02-02 13:30:00,0
TXN0003127,15.46,ATM,TX,2024-02-02 13:45:00,0
TXN0003128,21.37,Online,NY,2024-02-02 14:00:00,0
TXN0003129,13.93,Transfer,NY,2024-02-02 14:15:00,0
TXN0003130,5.32,ATM,NY,2024-02-02 14:30:00,0
TXN0003131,95.78,Transfer,TX,2024-02-02 14:45:00,0
TXN0003132,31.41,Online,WA,2024-02-02 15:00:00,0
TXN0003133,392.14,POS,WA,2024-02-02 15:15:00,0
TXN0003134,8.11,Online,WA,2024-02-02 15:30:00,0
TXN0003135,17.03,ATM,TX,2024-02-02 15:45:00,0
TXN0003136,57.95,ATM,FL,2024-02-02 16:00:00,0
TXN0003137,14.97,ATM,CA,2024-02-02 16:15:00,0
TXN0003138,3.8,Online,NY,2024-02-02 16:30:00,0
TXN0003139,6.43,Online,TX,2024-02-02 16:45:00,0
TXN0003140,22.67,Online,CA,2024-02-02 17:00:00,0
TXN0003141,30.33,Transfer,WA,2024-02-02 17:15:00,0
TXN0003142,17.93,ATM,WA,2024-02-02 17:30:00,0
TXN0003143,66.97,Online,NY,2024-02-02 17:45:00,0
TXN0003144,66.11,POS,IL,2024-02-02 18:00:00,0
TXN0003145,29.59,ATM,TX,2024-02-02 18:15:00,0
TXN0003146,20.74,Online,NY,2024-02-02 18:30:00,0
TXN0003147,14.83,POS,FL,2024-02-02 18:45:00,1
TXN0003148,38.91,Online,IL,2024-02-02 19:00:00,0
TXN0003149,60.55,Transfer,WA,2024-02-02 19:15:00,0
TXN0003150,21.6,ATM,TX,2024-02-02 19:30:00,0
TXN0003151,34.47,Transfer,IL,2024-02-02 19:45:00,0
TXN0003152,13.61,Transfer,NY,2024-02-02 20:00:00,0
TXN0003153,3.69,Online,NY,2024-02-02 20:15:00,0
TXN0003154,6.04,Online,CA,2024-02-02 20:30:00,0
TXN0003155,50.35,ATM,NY,2024-02-02 20:45:00,0
TXN0003156,34.34,Transfer,TX,2024-02-02 21:00:00,0
TXN0003157,135.4,Transfer,NY,2024-02-02 21:15:00,0
TXN0003158,21.48,Transfer,CA,2024-02-02 21:30:00,0
TXN0003159,56.7,ATM,TX,2024-02-02 21:45:00,0
TXN0003160,98.26,ATM,FL,2024-02-02 22:00:00,0
TXN0003161,66.24,POS,IL,2024-02-02 22:15:00,0
TXN0003162,9.68,Online,IL,2024-02-02 22:30:00,0
TXN0003163,16.1,Online,IL,2024-02-02 22:45:00,0
TXN0003164,23.47,ATM,FL,2024-02-02 23:00:00,0
TXN0003165,6.15,Online,FL,2024-02-02 23:15:00,0
TXN0003166,35.49,POS,FL,2024-02-02 23:30:00,0
TXN0003167,68.63,ATM,TX,2024-02-02 23:45:00,0
TXN0003168,11.28,POS,FL,2024-02-03 00:00:00,0
TXN0003169,214.23,Transfer,FL,2024-02-03 00:15:00,0
TXN0003170,14.17,POS,WA,2024-02-03 00:30:00,0
TXN0003171,15.74,Transfer,NY,2024-02-03 00:45:00,0
TXN0003172,15.09,Transfer,TX,2024-02-03 01:00:00,0
TXN0003173,8.59,Transfer,NY,2024-02-03 01:15:00,0
TXN0003174,33.16,ATM,WA,2024-02-03 01:30:00,0
TXN0003175,20.57,ATM,NY,2024-02-03 01:45:00,0
TXN0003176,147.47,Online,TX,2024-02-03 02:00:00,0
TXN0003177,41.63,Transfer,NY,2024-02-03 02:15:00,0
TXN0003178,38.29,ATM,WA,2024-02-03 02:30:00,0
TXN0003179,15.4,ATM,IL,2024-02-03 02:45:00,0
TXN0003180,3.68,Transfer,IL,2024-02-03 03:00:00,0
TXN0003181,18.04,ATM,CA,2024-02-03 03:15:00,0
TXN0003182,7.24,Online,CA,2024-02-03 03:30:00,0
TXN0003183,62.94,Transfer,IL,2024-02-03 03:45:00,0
TXN0003184,19.37,Online,IL,2024-02-03 04:00:00,0
TXN0003185,148.25,Transfer,FL,2024-02-03 04:15:00,0
TXN0003186,48.54,POS,FL,2024-02-03 04:30:00,0
TXN0003187,54.74,Transfer,NY,2024-02-03 04:45:00,0
TXN0003188,26.49,Online,CA,2024-02-03 05:00:00,0
TXN0003189,25.8,POS,NY,2024-02-03 05:15:00,0
TXN0003190,43.99,ATM,TX,2024-02-03 05:30:00,0
TXN0003191,60.78,ATM,NY,2024-02-03 05:45:00,0
TXN0003192,8.56,ATM,IL,2024-02-03 06:00:00,0
TXN0003193,36.26,Online,WA,2024-02-03 06:15:00,1
TXN0003194,466.52,POS,CA,2024-02-03 06:30:00,0
TXN0003195,18.04,Transfer,TX,2024-02-03 06:45:00,0
TXN0003196,14.78,Transfer,TX,2024-02-03 07:00:00,0
TXN0003197,8.75,POS,CA,2024-02-03 07:15:00,0
TXN0003198,3.53,ATM,TX,2024-02-03 07:30:00,0
TXN0003199,83.65,ATM,IL,2024-02-03 07:45:00,0
TXN0003200,21.61,ATM,IL,2024-02-03 08:00:00,0
TXN0003201,28.78,Online,TX,2024-02-03 08:15:00,0
TXN0003202,183.79,ATM,NY,2024-02-03 08:30:00,0
TXN0003203,407.9,POS,IL,2024-02-03 08:45:00,0
TXN0003204,6.92,Online,IL,2024-02-03 09:00:00,0
TXN0003205,71.2,Online,CA,2024-02-03 09:15:00,0
TXN0003206,42.46,ATM,NY,2024-02-03 09:30:00,0
TXN0003207,32.44,POS,TX,2024-02-03 09:45:00,0
TXN0003208,35.73,Online,IL,2024-02-03 10:00:00,0
TXN0003209,19.57,ATM,WA,2024-02-03 10:15:00,0
TXN0003210,135.58,ATM,NY,2024-02-03 10:30:00,0
TXN0003211,42.1,ATM,CA,2024-02-03 10:45:00,0
TXN0003212,30.46,Online,FL,2024-02-03 11:00:00,0
TXN0003213,89.95,Online,CA,2024-02-03 11:15:00,0
TXN0003214,59.08,ATM,WA,2024-02-03 11:30:00,0
TXN0003215,35.0,ATM,NY,2024-02-03 11:45:00,0
TXN0003216,29.83,Transfer,CA,2024-02-03 12:00:00,0
TXN0003217,165.69,Online,NY,2024-02-03 12:15:00,1
TXN0003218,37.14,Transfer,TX,2024-02-03 12:30:00,0
TXN0003219,18.09,POS,WA,2024-02-03 12:45:00,0
TXN0003220,7.21,POS,TX,2024-02-03 13:00:00,0
TXN0003221,13.34,Transfer,FL,2024-02-03 13:15:00,0
TXN0003222,5.72,POS,WA,2024-02-03 13:30:00,0
TXN0003223,22.93,ATM,NY,2024-02-03 13:45:00,0
TXN0003224,27.43,POS,FL,2024-02-03 14:00:00,0
TXN0003225,1.72,POS,CA,2024-02-03 14:15:00,0
TXN0003226,20.6,POS,WA,2024-02-03 14:30:00,0
TXN0003227,43.92,ATM,TX,2024-02-03 14:45:00,0
TXN0003228,24.61,Online,WA,2024-02-03 15:00:00,0
TXN0003229,6.41,ATM,TX,2024-02-03 15:15:00,0
TXN0003230,92.36,Online,NY,2024-02-03 15:30:00,0
TXN0003231,8.74,POS,IL,2024-02-03 15:45:00,0
TXN0003232,4.61,Online,FL,2024-02-03 16:00:00,0
TXN0003233,5.51,POS,NY,2024-02-03 16:15:00,0
TXN0003234,19.8,Online,FL,2024-02-03 16:30:00,0
TXN0003235,65.53,ATM,CA,2024-02-03 16:45:00,0
TXN0003236,81.58,POS,NY,2024-02-03 17:00:00,0
TXN0003237,25.91,ATM,TX,2024-02-03 17:15:00,0
TXN0003238,4.81,Online,TX,2024-02-03 17:30:00,0
TXN0003239,9.16,ATM,NY,2024-02-03 17:45:00,0
TXN0003240,6.86,POS,FL,2024-02-03 18:00:00,0
TXN0003241,16.25,Online,CA,2024-02-03 18:15:00,0
TXN0003242,2.39,POS,FL,2024-02-03 18:30:00,0
TXN0003243,23.0,Transfer,CA,2024-02-03 18:45:00,0
TXN0003244,43.63,Transfer,FL,2024-02-03 19:00:00,0
TXN0003245,16.82,Transfer,NY,2024-02-03 19:15:00,0
TXN0003246,34.94,POS,CA,2024-02-03 19:30:00,0
TXN0003247,6.52,Online,NY,2024-02-03 19:45:00,0
TXN0003248,3.51,Online,IL,2024-02-03 20:00:00,0
TXN0003249,9.36,Transfer,NY,2024-02-03 20:15:00,0
TXN0003250,80.61,ATM,IL,2024-02-03 20:30:00,0
TXN0003251,69.21,POS,NY,2024-02-03 20:45:00,0
TXN0003252,11.62,Online,WA,2024-02-03 21:00:00,0
TXN0003253,85.25,Transfer,TX,2024-02-03 21:15:00,0
TXN0003254,13.61,ATM,TX,2024-02-03 21:30:00,0
TXN0003255,123.37,ATM,CA,2024-02-03 21:45:00,0
TXN0003256,35.87,POS,WA,2024-02-03 22:00:00,0
TXN0003257,11.69,ATM,IL,2024-02-03 22:15:00,0
TXN0003258,52.2,Transfer,TX,2024-02-03 22:30:00,0
TXN0003259,7.93,ATM,FL,2024-02-03 22:45:00,0
TXN0003260,6.54,Transfer,TX,2024-02-03 23:00:00,0
TXN0003261,3.52,ATM,IL,2024-02-03 23:15:00,0
TXN0003262,27.39,Online,NY,2024-02-03 23:30:00,0
TXN0003263,18.84,ATM,IL,2024-02-03 23:45:00,0
TXN0003264,18.31,POS,WA,2024-02-04 00:00:00,0
TXN0003265,12.28,ATM,WA,2024-02-04 00:15:00,0
TXN0003266,112.78,Transfer,FL,2024-02-04 00:30:00,0
TXN0003267,12.08,POS,CA,2024-02-04 00:45:00,0
TXN0003268,8.43,Transfer,CA,2024-02-04 01:00:00,0
TXN0003269,89.6,ATM,CA,2024-02-04 01:15:00,0
TXN0003270,110.56,ATM,NY,2024-02-04 01:30:00,0
TXN0003271,30.16,Online,IL,2024-02-04 01:45:00,0
TXN0003272,2.49,ATM,WA,2024-02-04 02:00:00,0
TXN0003273,9.78,ATM,TX,2024-02-04 02:15:00,0
TXN0003274,41.91,POS,CA,2024-02-04 02:30:00,0
TXN0003275,20.52,POS,NY,2024-02-04 02:45:00,0
TXN0003276,129.66,ATM,FL,2024-02-04 03:00:00,0
TXN0003277,3.9,Online,NY,2024-02-04 03:15:00,0
TXN0003278,45.33,POS,IL,2024-02-04 03:30:00,0
TXN0003279,9.46,Transfer,CA,2024-02-04 03:45:00,0
TXN0003280,98.26,Transfer,NY,2024-02-04 04:00:00,0
TXN0003281,18.35,ATM,IL,2024-02-04 04:15:00,0
TXN0003282,69.18,ATM,NY,2024-02-04 04:30:00,0
TXN0003283,9.23,POS,IL,2024-02-04 04:45:00,0
TXN0003284,3.7,Transfer,TX,2024-02-04 05:00:00,0
TXN0003285,5.3,ATM,IL,2024-02-04 05:15:00,0
TXN0003286,9.7,POS,WA,2024-02-04 05:30:00,0
TXN0003287,5.87,Transfer,NY,2024-02-04 05:45:00,0
TXN0003288,84.82,Online,IL,2024-02-04 06:00:00,0
TXN0003289,100.15,Online,FL,2024-02-04 06:15:00,1
TXN0003290,27.87,POS,WA,2024-02-04 06:30:00,0
TXN0003291,5.81,ATM,NY,2024-02-04 06:45:00,0
TXN0003292,17.43,Online,WA,2024-02-04 07:00:00,0
TXN0003293,8.82,Transfer,WA,2024-02-04 07:15:00,0
TXN0003294,115.0,Transfer,FL,2024-02-04 07:30:00,0
TXN0003295,29.35,Online,IL,2024-02-04 07:45:00,0
TXN0003296,36.14,Online,IL,2024-02-04 08:00:00,0
TXN0003297,12.43,Online,IL,2024-02-04 08:15:00,0
TXN0003298,1.8,Transfer,NY,2024-02-04 08:30:00,0
TXN0003299,7.96,POS,NY,2024-02-04 08:45:00,0
TXN0003300,5.26,POS,IL,2024-02-04 09:00:00,0
TXN0003301,31.32,Transfer,TX,2024-02-04 09:15:00,0
TXN0003302,22.55,Transfer,WA,2024-02-04 09:30:00,0
TXN0003303,7.68,Online,TX,2024-02-04 09:45:00,0
TXN0003304,12.6,ATM,WA,2024-02-04 10:00:00,0
TXN0003305,131.6,ATM,NY,2024-02-04 10:15:00,0
TXN0003306,6.35,POS,NY,2024-02-04 10:30:00,0
TXN0003307,6.68,Online,TX,2024-02-04 10:45:00,0
TXN0003308,15.27,ATM,IL,2024-02-04 11:00:00,0
TXN0003309,8.68,Online,IL,2024-02-04 11:15:00,0
TXN0003310,12.01,Transfer,CA,2024-02-04 11:30:00,0
TXN0003311,38.01,Online,TX,2024-02-04 11:45:00,0
TXN0003312,160.56,Online,IL,2024-02-04 12:00:00,0
TXN0003313,2.37,POS,WA,2024-02-04 12:15:00,0
TXN0003314,19.65,POS,TX,2024-02-04 12:30:00,0
TXN0003315,21.11,POS,FL,2024-02-04 12:45:00,0
TXN0003316,18.16,Transfer,IL,2024-02-04 13:00:00,0
TXN0003317,16.05,POS,FL,2024-02-04 13:15:00,0
TXN0003318,13.35,Online,CA,2024-02-04 13:30:00,0
TXN0003319,67.02,Transfer,CA,2024-02-04 13:45:00,0
TXN0003320,11.49,ATM,IL,2024-02-04 14:00:00,0
TXN0003321,17.24,POS,IL,2024-02-04 14:15:00,0
TXN0003322,20.08,ATM,NY,2024-02-04 14:30:00,0
TXN0003323,22.85,POS,FL,2024-02-04 14:45:00,0
TXN0003324,16.36,ATM,IL,2024-02-04 15:00:00,0
TXN0003325,66.63,ATM,FL,2024-02-04 15:15:00,0
TXN0003326,19.88,POS,FL,2024-02-04 15:30:00,0
TXN0003327,24.75,POS,WA,2024-02-04 15:45:00,0
TXN0003328,18.88,Online,TX,2024-02-04 16:00:00,0
TXN0003329,6.03,ATM,FL,2024-02-04 16:15:00,0
TXN0003330,7.42,Transfer,TX,2024-02-04 16:30:00,0
TXN0003331,5.7,ATM,WA,2024-02-04 16:45:00,0
TXN0003332,25.31,ATM,NY,2024-02-04 17:00:00,0
TXN0003333,8.53,POS,NY,2024-02-04 17:15:00,0
TXN0003334,5.62,ATM,FL,2024-02-04 17:30:00,0
TXN0003335,26.73,Transfer,CA,2024-02-04 17:45:00,0
TXN0003336,37.71,Online,WA,2024-02-04 18:00:00,0
TXN0003337,2.43,Transfer,FL,2024-02-04 18:15:00,0
TXN0003338,152.57,ATM,NY,2024-02-04 18:30:00,0
TXN0003339,20.88,ATM,IL,2024-02-04 18:45:00,0
TXN0003340,17.7,Transfer,WA,2024-02-04 19:00:00,0
TXN0003341,72.25,Transfer,WA,2024-02-04 19:15:00,0
TXN0003342,21.84,Transfer,CA,2024-02-04 19:30:00,0
TXN0003343,9.73,Online,IL,2024-02-04 19:45:00,0
TXN0003344,279.64,Online,CA,2024-02-04 20:00:00,0
TXN0003345,5.53,Transfer,NY,2024-02-04 20:15:00,0
TXN0003346,17.87,Transfer,IL,2024-02-04 20:30:00,0
TXN0003347,55.51,Transfer,WA,2024-02-04 20:45:00,0
TXN0003348,5.56,Online,FL,2024-02-04 21:00:00,0
TXN0003349,17.77,ATM,WA,2024-02-04 21:15:00,0
TXN0003350,31.94,Online,WA,2024-02-04 21:30:00,0
TXN0003351,358.52,Online,FL,2024-02-04 21:45:00,0
TXN0003352,6.88,POS,NY,2024-02-04 22:00:00,0
TXN0003353,18.97,ATM,FL,2024-02-04 22:15:00,0
TXN0003354,44.28,ATM,IL,2024-02-04 22:30:00,0
TXN0003355,22.14,ATM,TX,2024-02-04 22:45:00,0
TXN0003356,4.74,Transfer,CA,2024-02-04 23:00:00,0
TXN0003357,32.78,ATM,CA,2024-02-04 23:15:00,0
TXN0003358,22.85,POS,IL,2024-02-04 23:30:00,0
TXN0003359,34.29,ATM,FL,2024-02-04 23:45:00,0
TXN0003360,78.08,Online,IL,2024-02-05 00:00:00,0
TXN0003361,67.75,POS,WA,2024-02-05 00:15:00,0
TXN0003362,32.76,Online,IL,2024-02-05 00:30:00,0
TXN0003363,29.16,ATM,TX,2024-02-05 00:45:00,0
TXN0003364,5.38,ATM,TX,2024-02-05 01:00:00,0
TXN0003365,17.1,Transfer,IL,2024-02-05 01:15:00,0
TXN0003366,26.16,Transfer,CA,2024-02-05 01:30:00,0
TXN0003367,12.41,Transfer,NY,2024-02-05 01:45:00,0
TXN0003368,22.58,Transfer,WA,2024-02-05 02:00:00,1
TXN0003369,7.46,Online,NY,2024-02-05 02:15:00,0
TXN0003370,126.62,Online,IL,2024-02-05 02:30:00,0
TXN0003371,265.73,Transfer,NY,2024-02-05 02:45:00,0
TXN0003372,12.59,Transfer,FL,2024-02-05 03:00:00,0
TXN0003373,32.47,ATM,FL,2024-02-05 03:15:00,0
TXN0003374,15.17,Transfer,IL,2024-02-05 03:30:00,0
TXN0003375,91.42,POS,CA,2024-02-05 03:45:00,0
TXN0003376,33.85,Transfer,IL,2024-02-05 04:00:00,0
TXN0003377,22.04,Transfer,CA,2024-02-05 04:15:00,0
TXN0003378,15.36,Transfer,WA,2024-02-05 04:30:00,0
TXN0003379,23.37,Online,TX,2024-02-05 04:45:00,0
TXN0003380,6.05,Transfer,FL,2024-02-05 05:00:00,0
TXN0003381,45.18,Online,TX,2024-02-05 05:15:00,0
TXN0003382,8.53,ATM,NY,2024-02-05 05:30:00,0
TXN0003383,38.16,Transfer,FL,2024-02-05 05:45:00,0
TXN0003384,23.47,POS,FL,2024-02-05 06:00:00,0
TXN0003385,74.73,Transfer,TX,2024-02-05 06:15:00,0
TXN0003386,19.68,POS,FL,2024-02-05 06:30:00,0
TXN0003387,68.56,POS,NY,2024-02-05 06:45:00,0
TXN0003388,6.64,Transfer,WA,2024-02-05 07:00:00,0
TXN0003389,41.73,ATM,IL,2024-02-05 07:15:00,0
TXN0003390,15.35,POS,IL,2024-02-05 07:30:00,0
TXN0003391,25.36,POS,NY,2024-02-05 07:45:00,0
TXN0003392,21.89,ATM,CA,2024-02-05 08:00:00,0
TXN0003393,61.78,ATM,WA,2024-02-05 08:15:00,0
TXN0003394,1.78,ATM,IL,2024-02-05 08:30:00,0
